icao_code;name_rus;name_eng;city_rus;city_eng;country_rus;runway_headings
RPUH;;Mcguire Fld;Сан-Хосе;San Jose;Филиппины;
LQSA;;Sarajevo;Сараево;Sarajevo;Босния и Герцеговина;
SBSJ;;Sao Jose Dos Campos;;Sao Jose Dos Campos;Бразилия;16:156°,34:336°
SBUA;;Da Cachoeira;Сан-Габриэл;Sao Gabriel;Бразилия;
MDSJ;Сан Хуан;San Juan;Сан Хуан;San Juan;Доминиканская Республика;
KSJN;;Municipal;Сент Джонс;St Johns;США;
MROC;;Juan Santamarнa International;;San Josй;Коста-Рика;
SBSR;Сан Хосе Ду Рио Прето;Sao Jose Do Rio Preto;Сан Хосе Ду Рио Прето;Sao Jose Do Rio Preto;Бразилия;07:073°,25:253°
FLSS;Сешеке;Sesheke;Сешеке;Sesheke;Замбия;
;;San Juan D Ur;;San Juan D Ur;Колумбия;
SLJE;Сан Хосе;San Jose;Сан-Хосе;San Jose;Боливия;
KSJT;;Mathis Fld;;San Angelo;США;
TJSJ;;Luis Munoz Marin Intl;Сан Хуан;San Juan;Пуэрто Рико;
SLJV;Сан-Хавьер;San Javier;Сан-Хавьер;San Javier;Боливия;01:012°,19:192°
ZBSJ;;Daguocun;Шицзяжун;Shijiazhuang;Китай;
;Сартанеджа;Sartaneja;Сартанеджа;Sartaneja;Белиз;
EFSI;;Ilmajoki;Сейнайоки;Seinajoki;Финляндия;
LPSJ;;Sao Jorge Island;;Sao Jorge Island;Португалия;
KSKA;;Fairchild AFB;Спокане;Spokane;США;
TKPK;;Robert L Bradshaw International;;Basseterre, St. Kitts Island;Сент-Китс и Невис;
;Суки;Suki;Суки;Suki;Папуа - Новая Гвинея;
UTSS;Самарканд;Samarkand;Самарканд;Samarkand;Узбекистан;09:091°,27:271°
ENSN;Скиен;Skien;Скиен;Skien;Норвегия;
KSKF;;Kelly AFB;Сен Антонио;San Antonio;США;
LGTS;;Macedonia International;Салоники;Thessaloniki;Греция;
VNSK;;Kadmandu;;Surkhet;Непал;
DABP;Скикда;Skikda;Скикда;Skikda;Алжир;
KPHX;;Sitkinak Cgs;;Sitkinak Island;США;
PFSH;;Shaktoolik;;Shaktoolik;США;
;;Broadford;;Isle Of Skye;Великобритания;
SYSK;Скелдон;Skeldon;Скелдон;Skeldon;Гайана;
ENSK;Скаген;Skagen;;Stokmarknes;Норвегия;
DNSO;Сокото;Sokoto;Сокото;Sokoto;Нигерия;
LWSK;;Petrovec;Скопье;Skopje;Македония;
FXSK;Секакес;Sekakes;Секакес;Sekakes;Лесото;
HASK;Шакисо;Shakiso;Шакисо;Shakiso;Эфиопия;
EKSP;;Vojens;;Vojens;Дания;
OPST;;Sialkot International;Сиалкот;Sialkot;Пакистан;04:042°,22:222°
LGSY;Скирос;Skiros;Скирос;Skiros;Греция;17:173°,35:353°
HESC;;Mount Sinai;Санта-Катарина;Santa Katarina;Египет;
PASW;;Intermediate;;Skwentna;США;
UWPS;Саранск аэропорт;Saransk Airport;Саранск;Saransk;Россия;02:021°,20:201°
KSKY;;Griffing Sandusky;Сандуски;Sandusky;США;
OPSK;Суккур;Sukkur;Суккур;Sukkur;Пакистан;
SASA;;Gen Belgrano;Сальта;Salta;Аргентина;
KSLB;;Municipal;Сторм Лейк;Storm Lake;США;
KSLC;;Salt Lake City International;;Salt Lake City, UT;США;
LZSL;Шлияк;Sliac;Шлияк;Sliac;Словакия;
KSLE;;Mcnary Field;;Salem;США;
OESL;Сулаель;Sulayel;Сулаель;Sulayel;Саудовская Аравия;
KSLG;;Smith Field;;Siloam Springs;США;
NVSC;Сола;Sola;Сола;Sola;Вануату;
FLSW;Солвези;Solwezi;Солвези;Solwezi;Замбия;08:079°,26:259°
KSLJ;;Stellar Air Park;Чандлер;Chandler;США;
KSLK;;Adirondack;;Saranac Lake;США;
OOSA;Салала;Salalah;Салала;Salalah;Оман;07:070°,25:250°
LESA;;Matacan;Саламанка;Salamanca;Испания;
KSLN;;Salina;;Salina;США;
KSLO;;Leckrone;;Salem;США;
MMSP;Сан-Луис-Потоси;San Luis Potosi;Сан-Луис-Потоси;San Luis Potosi;Мексика;14:144°,32:324°,04:042°,22:222°
PASL;;Sleetmute;;Sleetmute;США;
KSLR;;Sulphur Springs;;Sulphur Springs;США;
;Силистра;Silistra;Силистра;Silistra;Болгария;
KANK;;Salida;;Salida;США;
TLPC;;George F L Charles;;Castries;Сент-Люсия;09:090°,27:270°
VISM;Симла;Simla;Симла;Simla;Индия;
MMIO;Сальтильо;Saltillo;Сальтильо;Saltillo;Мексика;
MBSY;;Salt Cay;;Salt Cay;Теркс и Кайкос;08:077°,26:257°
USDD;Салехард аэропорт;Salekhard Airport;Салехард;Salekhard;Россия;04:038°,22:218°
SBSL;;Marechal Cunha Machado;;Sгo Luis;Бразилия;06:060°,24:240°,09:091°,27:271°
LPAZ;;Vila Do Porto;Санта-Мария;Santa Maria;Португалия;
SCSB;Сьерро-Сомбреро;Cerro Sombrero;Сьерро-Сомбреро;Cerro Sombrero;Чили;
;Санта Мария;Santa Maria;Санта-Мария;Santa Maria;Колумбия;
KSMD;;Smith Field;;Fort Wayne, IN;США;
KSME;;Pulaski County;;Somerset;США;
KSMF;;Sacramento International;;Sacramento, CA;США;
SPMR;Санта Мария;Santa Maria;Санта-Мария;Santa Maria;Перу;
;Сапманга;Sapmanga;Сапманга;Sapmanga;Папуа - Новая Гвинея;
LGSM;;Samos;;Samos;Греция;09:089°,27:269°
;Сим;Sim;Сим;Sim;Папуа - Новая Гвинея;
PAMK;;St Michael;;St Michael;США;
MYLS;;Estate Airstrip;;Stella Maris;Багамские острова;
WBKA;;Semporna;;Semporna;Малайзия;
KSMN;;Salmon;;Salmon;США;
KSMO;Санта Моника;Santa Monica;Санта Моника;Santa Monica;США;
;Стокгольм;Stockholm;Стокгольм;Stockholm;Папуа - Новая Гвинея;
WAOS;;Sampit;;Sampit;Индонезия;
SKSM;;Simon Bolivar;Санта Марта;Santa Marta;Колумбия;01:006°,19:186°
FMMS;;Sainte Marie;;Sainte Marie;Мадагаскар;01:007°,19:187°
;Сан-Мун-Лейк;Sun Moon Lake;Сан-Мун-Лейк;Sun Moon Lake;Тайвань;
PASP;;Sheep Mountain;;Sheep Mountain;США;
LSZS;;Samedan;Сент Мориц;St Moritz;Швейцария;03:026°,21:206°
GMMA;Смара;Smara;Смара;Smara;Западная Сахара;
KSMX;;Public;Санта-Мария;Santa Maria;США;
GOTS;Сименти;Simenti;Сименти;Simenti;Сенегал;
SMST;;Stoelmans Eiland;;Stoelmans Eiland;Суринам;
KSNA;;John Wayne;;Orange County;США;
YSNB;;Snake Bay;;Snake Bay;Австралия;
SESA;;Salinas;;Salinas;Эквадор;
;Сено;Seno;Сено;Seno;Лаос;
GVSN;;Preguica;;Sao Nicolau;Кабо-Верде;01:006°,19:186°
SVSP;Сан-Фелипе;San Felipe;Сан-Фелипе;San Felipe;Венесуэла;
SLSI;;San Ignacio De Velasco;;San Ignacio De Velasco;Боливия;
YSPE;;Stanthorpe;;Stanthorpe;Австралия;08:080°,26:260°
GLGE;;R.E. Murray;Синоу;Sinoe;Либерия;
MUSJ;Сан-Хулиан;San Julian;Сан-Хулиан;San Julian;Куба;
KSNK;;Winston Field;;Snyder;США;
KSNL;;Municipal;;Shawnee;США;
SLSM;;San Ignacio De M;;San Ignacio De M;Боливия;
EINN;Шеннон;Shannon;Шеннон;Shannon;Ирландия;06:057°,24:237°
VTUI;Сакан Накхон;Sakon Nakhon;Сакан Накхон;Sakon Nakhon;Таиланд;05:046°,23:226°
PASN;;Saint Paul Island;;Saint Paul Island;США;
;Сан-Кинтин;San Quintin;Сан-Кинтин;San Quintin;Мексика;
LFRZ;;Montoir;;St Nazaire;Франция;
KSNS;;Salinas;;Salinas;США;
;;Sabana De Torres;;Sabana De Torres;Колумбия;
MUSC;;Abel Santa Maria;Санта-Клара;Santa Clara;Куба;
SVSE;Санта-Элена;Santa Elena;Санта-Элена;Santa Elena;Венесуэла;
VYTD;;Thandwe;;Thandwe;Мьянма;02:021°,20:201°
MDSB;;Sabana De Mar;;Sabana De Mar;Доминиканская Республика;
KSNY;;Sidney;;Sidney;США;
SBSC;Санта-Круз;Santa Cruz;Санта-Круз-Айленд;Santa Cruz;Бразилия;05:047°,23:227°
KSOA;Сок-Транг;Soc Trang;Сок-Транг;Soc Trang;Вьетнам;
LHSM;;Saarmelleek/balaton;;Saarmelleek;Венгрия;
WARQ;;Adi Sumarmo;Соло Сити;Solo City;Индонезия;
SDCO;Сорокаба;Sorocaba;Сорокаба;Sorocaba;Бразилия;01:003°,19:183°
FCOS;Суанке;Souanke;Суанке;Souanke;Конго;
LBSF;София;Sofia;София;Sofia;Болгария;09:089°,27:269°
ENSG;;Haukasen;Сондал;Sogndal;Норвегия;
;Солита;Solita;Солита;Solita;Колумбия;
;Остров Саут Молл;South Molle Island;Остров Саут Молл;South Molle Island;Австралия;
ENSR;Соркьосен;Sorkjosen;Соркьосен;Sorkjosen;Норвегия;14:143°,32:323°
FXSM;Семонгконг;Semongkong;Семонгконг;Semongkong;Лесото;
GVAN;;Solomon;;Solomon;США;
SVST;;Edmundo Barrios;Сан-Томе;San Tome;Венесуэла;
NVSS;;Pekoa;;Espiritu Santo;Вануату;
ESNY;Содерхамн;Soderhamn;Содерхамн;Soderhamn;Швеция;
KSOP;;Pinehurst-S. Pines;;Southern Pines;США;
WASS;;Jefman;;Sorong;Индонезия;
;Эль-Таура;Al Thaurah;Эль-Таура;Al Thaurah;Сирия;
EFSO;Соданкюля;Sodankyla;Соданкюля;Sodankyla;Финляндия;16:156°,34:336°
EGHI;;Southampton Airport;;Eastleigh near Southampton;Великобритания;
PASO;;Seldovia;;Seldovia;США;
KSOW;;Show Low;;Show Low, AZ;США;
SKSO;;Alberto Lleras Camargo;Согамосо;Sogamoso;Колумбия;04:046°,22:226°
EGER;Стронсей;Stronsay;Стронсей;Stronsay;Великобритания;02:022°,20:202°,10:098°,28:278°
LFKS;;Solenzara;;Solenzara;Франция;18:176°,36:356°
KSPA;;Spartanburg, Downtown Memorial;;Spartanburg, SC;США;
KSPB;;SPB;;St Thomas Island;Американские Виргинские острова;
GCLA;Ля Пальма;La Palma;;Santa Cruz De La Palma;Испания;18:184°,36:004°
VGSD;;Saidpur;;Saidpur;Бангладеш;16:157°,34:337°
WBKO;Сепулот;Sepulot;Сепулот;Sepulot;Малайзия;
KSPF;;Black Hills;;Spearfish;США;
KSPG;;Whitted;;Petersburg, AK;США;
;Сопу;Sopu;Сопу;Sopu;Папуа - Новая Гвинея;
KSPI;;Capital;;Springfield;США;
LGSP;;Eleftherios Venizelos;Афины;Athens;Греция;
ETAD;;Spangdahlem;;Spangdahlem;Германия;05:042°,23:222°
;;International;;Saipan;Северные Марианские острова;
;Сан-Пабло;San Pablo;;Sevilla;Испания;
FNME;Менонге;Menongue;Менонге;Menongue;Ангола;13:124°,31:304°
KSPQ;;Catalina SPB;Сан-Педро;San Pedro;"Кот д&#039;Ивуар";
;Сан-Педро;San Pedro;Сан-Педро;San Pedro;Белиз;
KSPS;;Sheppard AFB;;Wichita Falls;США;
;Сипитанг;Sipitang;Сипитанг;Sipitang;Малайзия;
LDSP;Сплит;Split;Сплит;Split;Хорватия;
;;Sepik Plains;;Sepik Plains;Папуа - Новая Гвинея;
KSPW;;Municipal;;Spencer;США;
KSPX;;Spaceland;Хьюстон;Houston;США;
DISP;Сан-Педро;San Pedro;Сан-Педро;San Pedro;"Кот д&#039;Ивуар";03:025°,21:205°
KASG;;Springdale Muni;;Springdale;США;
KIZA;;Santa Ynez;;Santa Ynez;США;
;Санта-Ана;Santa Ana;Санта-Ана;Santa Ana;Колумбия;
YSCR;;Southern Cross;;Southern Cross;Австралия;14:138°,32:318°,09:090°,27:270°
SPSU;Синоп;Sinop;Синоп;Sinop;Турция;
;;San Luis De Pale;;San Luis De Pale;Колумбия;
;Солано;Solano;Солано;Solano;Колумбия;
WIOS;;Sintang;;Sintang;Индонезия;
VVNS;;Na-San;;Son-La;Вьетнам;
KSQI;;Whiteside County;;Sterling Rockfalls;США;
;Шехди;Shehdi;Шехди;Shehdi;Эфиопия;
;;Sidi Barani;;Sidi Barani;Египет;
KSQL;Сан Карлос;San Carlos;Сан Карлос;San Carlos;США;
SWUA;;Sao Miguel Azores;;Sao Miguel Araguaia;Бразилия;
WAPN;Санана;Sanana;Санана;Sanana;Индонезия;
ESUD;;Gunnarn;Сторуман;Storuman;Швеция;
;;Starcke;;Starcke;Австралия;
EYSA;;Siauliai International;;Siauliai;Литва;14:136°,14:136°
WAWS;;Inco Soroako Waws;Сороако;Soroako;Индонезия;
KCEW;;Matthew Spain;Сан-Игнасио;San Ignacio;Колумбия;
NZSP;;China Straits Airstrip;;Samarai Island;Папуа - Новая Гвинея;
KPHX;Субик-Бей;Saposoa;Субик-Бей;Saposoa;Перу;
;;Sequim Valley Arpt;;Sequim;США;
EKSV;;Skive Airport;;Skive;Дания;
KPHX;;Sao Miguel Do Oeste;;Sao Miguel Do Oeste;Бразилия;
KPHX;;Sao Lourenco Do Sul;;Sao Lourenco Do Sul;Бразилия;
EGXP;;RAF Station;;Scampton;Великобритания;
SSZR;Санта-Роза;Santa Rosa;Санта-Роса;Santa Rosa;Бразилия;
SLSR;Санта-Роза;Santa Rosa;Санта-Роса;Santa Rosa;Боливия;
KSRC;;Searcy;;Searcy;США;
SLRA;Сан-Рамон;San Ramon;Сан-Рамон;San Ramon;Боливия;16:164°,34:344°
SLSU;;Juana Azurduy de Padilla;Сукре;Sucre;Боливия;
KMDQ;;Hamilton Field;Сан-Рафаэль;San Rafael;США;
WARS;;Achmad Yani;Семаранг;Semarang;Индонезия;
FTTA;Сарх;Sarh;Сарх;Sarh;Чад;04:034°,22:214°
WALS;Самаринда;Samarinda;Самаринда;Samarinda;Индонезия;
SLSB;;Capitan G Q Guardia;Сан-Борха;San Borja;Боливия;
;Сьерра-Леоне;Sierra Leone;Сьерра-Леоне;Sierra Leone;Сьерра-Леоне;
;Санта-Розалиа;Santa Rosalia;Санта-Росалия;Santa Rosalia;Мексика;
;;Sandringham;;Sandringham;Австралия;
YSRN;Страхан;Strahan;Страхан;Strahan;Австралия;18:178°,36:358°
;Сантана-Рамос;Santana Ramos;Сантана-Рамос;Santana Ramos;Колумбия;
ENSO;;Stord Airport;Сторд;Stord;Норвегия;
KSRQ;;Sarasota-Bradenton International Airport;;Sarasota, FL;США;
KSRR;;Dunwich;;Stradbroke Island;Австрия;
SKSR;;Santa Fe De Bogota;Сан-Маркос;San Marcos;Колумбия;
HUSO;Сороти;Soroti;Сороти;Soroti;Уганда;05:049°,23:229°,09:088°,27:268°
;;Skypark;Санта-Круз-Айленд;Santa Cruz;Колумбия;
KSRV;;Stony River;;Stony River;США;
KRUQ;;Rowan County;;Salisbury;США;
HLGD;Серт;Sert;Серт;Sert;Ливия;
OINZ;;Dashte Naz;Сари;Sary;Иран;
SLET;;El Trompillo;Санта-Круз-Айленд;Santa Cruz;Боливия;16:157°,34:337°
SBSV;;Luis Eduardo Magalhaes;;Salvador, Bahia;Бразилия;
;;SPB;;St Croix Island;Американские Виргинские острова;
KSSC;;Shaw AFB;;Sumter;США;
SCSF;Сан-Фелипе;San Felipe;Сан-Фелипе;San Felipe;Колумбия;
VASL;Шолапур;Sholapur;Шолапур;Sholapur;Индия;15:146°,33:326°
KSSF;;Stinson Municipal;Сен Антонио;San Antonio;Колумбия;
FGSL;Санта-Исабел-ду-М;Santa Isabel;Малабо;Malabo;Экваториальная Гвинея;
HESH;;Ophira International;Шарм Эль Шейх;Sharm El Sheikh;Египет;
KSSI;;Mckinnon;;Brunswick;США;
ENST;;Stokka;Санднессьоен;Sandnessjoen;Норвегия;
;;Sturt Creek;;Sturt Creek;Австралия;
;Санта-Розалиа;Santa Rosalia;Санта-Росалия;Santa Rosalia;Колумбия;
SNLO;Сан-Лоуренсу;Sao Lourenco;Сан-Лоуренсу;Sao Lourenco;Бразилия;
;;Silver Plains;;Silver Plains;Австралия;
;;La Sarre;;La Sarre;Канада;
NVSH;Сара;Sara;Сара;Sara;Вануату;
;Сиасси;Siassi;Сиасси;Siassi;Папуа - Новая Гвинея;
SAZL;Санта-Тересита;Santa Teresita;Санта-Тересита;Santa Teresita;Аргентина;
GMFF;;Greenbrier;;White Sulphur Springs;США;
;;Siasi;;Siasi;Филиппины;
;;Stuart Island;;Stuart Island;Канада;
LTFH;Самсун;Samsun;;Samsun/carsamba;Турция;
SBST;;Santos;;Santos;Бразилия;17:170°,35:350°
EKVJ;;Stauning Vestjyllands Airport;;Skjern;Дания;
SVSZ;;L Delicias;;Santa Barbara Ed;Венесуэла;
KSTC;;Municipal;;Saint Cloud;США;
SVSO;;Mayo Guerrero;Санто-Доминго;Santo Domingo;Венесуэла;
KSTE;;Stevens Point;;Stevens Point;США;
;;Stephen Island;;Stephen Island;Австралия;
PAPB;;St George Island;;St George Island;США;
YSMR;;Strathmore;;Strathmore;Австралия;
MDST;;Cibao International Airport;Сантьяго;Santiago;Доминиканская Республика;
KSTJ;;Rosecrans Memorial;;St Joseph;США;
KSTK;;Crosson Field;;Sterling;США;
KSTL;;Lambert-St. Louis International;Сент Луис;St Louis;США;
SBSN;;Eduardo Gomes;Сантарем;Santarem;Бразилия;
EGSS;;London Stansted;Лондон;London;Великобритания;04:042°,22:222°
KSTP;;Downtown;Сен Поль;St Paul;США;
KOYM;;St Marys;;St Marys;США;
EDDS;;Echterdingen;Штуттгард;Stuttgart;Германия;
KSTS;;Sonoma County;Санта-Роса;Santa Rosa;США;
TIST;;Cyril E King Airport;;Charlotte Amalie, St Thomas;Американские Виргинские острова;
;Санта-Круз;Santa Cruz;Санта-Круз-Айленд;Santa Cruz;Белиз;
VASU;Сурат;Surat;Сурат;Surat;Индия;04:043°,22:223°
URMT;Ставрополь/Аэропорт Шпаковское;Stavropol/Shpakovskoye Airport;Ставрополь;Stavropol;Россия;07:068°,25:248°
TISX;;Alex Hamilton;;St Croix Island;Американские Виргинские острова;
