icao_code;name_rus;name_eng;city_rus;city_eng;country_rus;runway_headings
VIAR;;Raja Sansi;Амритсар;Amritsar;Индия;
GQPA;;Mouakchott;Атар;Atar;Мавритания;
KATS;;Artesia;;Artesia;США;
;;Atmautluak;;Atmautluak;США;
PAAT;;Casco Cove;;Attu Island;США;
FTTI;Ати;Ati;Ати;Ati;Чад;09:087°,27:267°
KATW;;Outagamie County;Эпплтон;Appleton;США;
;Атбасар;Atbasar;Атбасар;Atbasar;Казахстан;
KATY;;Watertown;;Watertown;США;
HEAT;Асьют;Assiut;Асьют;Assiut;Египет;
TNCA;;Reina Beatrix;;Aruba;Аруба;
EDXY;;Itauba;;Itauba;Бразилия;
SKUC;Араука;Arauca;Араука;Arauca;Колумбия;11:106°,29:286°
YAGD;;Augustus Downs;;Augustus Downs;Австралия;
;;Abu Rudeis;;Abu Rudeis;Египет;
LFLA;;Auxerre Branches;;Auxerre;Франция;18:185°,36:005°
KAUG;;Augusta;;Augusta;США;
OMAA;Абу-Даби;Abu Dhabi International;Абу-Даби;Abu Dhabi;ОАЭ;
;;Aua Island;;Aua Island;Папуа - Новая Гвинея;
;Амбунти;Ambunti;Амбунти;Ambunti;Папуа - Новая Гвинея;
PAUK;;Alakanuk;;Alakanuk;США;
;;Aur Island;;Aur Island;Маршалловы острова;
KAUM;Остин;Austin;Остин;Austin;США;
KAUN;Обурн;Auburn;Обурн;Auburn;США;
KAUO;;Auburn-Opelika;Обурн;Auburn;США;
;Агаун;Agaun;Агаун;Agaun;Папуа - Новая Гвинея;
NTMN;;Atuona;;Atuona;Французская Полинезия;
LFLW;Орийак;Aurillac;Орийак;Aurillac;Франция;15:149°,33:329°
WPAT;Атауро;Atauro;Атауро;Atauro;Индонезия;
YAUR;;Aurukun Mission;;Aurukun Mission;Австралия;
EDXY;;Aumo;;Aumo;Папуа - Новая Гвинея;
KAUW;;Municipal;;Wausau;США;
SWGN;;Araguaina;;Araguaina;Бразилия;
NVVA;Анейтьюм;Aneityum;Анейтьюм;Aneityum;Вануату;
KARR;;Municipal Airport;;Aurora;США;
;;An Shun/Huang Guo Shu;;An Shun;Китай;
LIPA;Авиано;Aviano;;Aviano;Италия;05:046°,23:226°
;Авориаз;Avoriaz;Аворьяз;Avoriaz;Франция;
YAUV;Овернь;Auvergne;Овернь;Auvergne;Австралия;
MUCA;;Maximo Gomez;;Ciego De Avila;Куба;
ZMAH;;Arvaikheer;;Arvaikheer;Монголия;14:141°,32:321°
KAVL;;Asheville Regional Airport;;Fletcher;США;
LFMV;;Avignon-Caum;Авиньон;Avignon;Франция;
KAVO;;Municipal;;Avon Park;США;
KAVP;;Wilkes-Barre/Scranton International Airport;;Wilkes-Barre/Scranton, PA;США;
AGGJ;Аву-Аву;Avu Avu;Аву-Аву;Avu Avu;Соломоновы острова;
YMAV;Мельбурн-аэропорт Авалон;Avalon;Гелонг;Geelong;Австралия;18:176°,36:356°
KAVQ;;Avra Valley;Туксон;Tucson;США;
KAVX;;Avalon Bay;;Catalina Island;США;
HALA;Авасса;Awassa;Авасса;Awassa;Эфиопия;
;Аваба;Awaba;Аваба;Awaba;Папуа - Новая Гвинея;
NVVB;Анива;Aniwa;Анива;Aniwa;Вануату;
;Алове;Alowe;Алове;Alowe;Габон;
HAAW;Аварех;Awareh;Аварех;Awareh;Эфиопия;
PWAK;;Wake Island;;Wake Island;Внешние малые острова США;
KAWM;;Municipal;;West Memphis;США;
YADS;;Alton Downs;;Alton Downs;Австралия;
YAUS;;Austral Downs;;Austral Downs;Австралия;
;Авар;Awar;Авар;Awar;Папуа - Новая Гвинея;
OIAW;Ахваз;Ahwaz;Ахваз;Ahwaz;Иран;12:120°,30:300°
TQPF;;Wallblake;;Anguilla;Ангилья;
KAXB;Александрия Бэй;Alexandria Bay;;Alexandria Bay;США;
YAMC;;Aramac;;Aramac;Австралия;
LGAL;Димокритос;Dimokritos;Александрополи;Alexandroupolis;Греция;07:069°,25:249°
KBAX;;Xanxere;;Xanxere;Бразилия;
KAXA;Алгона;Algona;;Algona;США;
OYAT;Атак;Ataq;Атак;Ataq;Йемен;13:133°,31:313°
YALX;Александрия;Alexandria;Александрия;Alexandria;Австралия;
SKAR;;El Eden;Армения;Armenia;Колумбия;02:019°,20:199°
KAXN;Александрия;Alexandria;Александрия;Alexandria;США;
MYAP;;Springpoint Arpt;;Spring Point;Теркс и Кайкос;
NTGU;;Arutua;;Arutua;Французская Полинезия;10:104°,28:284°
KAXS;;Municipal;;Altus;США;
RJSK;Акита;Akita;Акита;Akita;Япония;10:105°,28:285°
HAAX;Аксум;Axum;Аксум;Axum;Эфиопия;16:162°,34:342°
KAXV;;Neil Armstrong;;Wapakoneta;США;
KAXX;;Angel Fire;;Angel Fire;США;
;Айапел;Ayapel;Айапел;Ayapel;Колумбия;
;Айакучо;Ayacucho;Аякучо;Ayacucho;Перу;
;;Alroy Downs;;Alroy Downs;Австралия;
MTPP;;AAF Heliport;;Fort Devens;Гаити;
SKYA;Ягуара;Yaguara;Ягуара;Yaguara;Колумбия;
;;RAF Station;;Alconbury;Великобритания;
;Яри;Yari;Яри;Yari;Колумбия;
UAUR;Аркалык;Arkalyk;Аркалык;Arkalyk;Казахстан;
YANL;;Anthony Lagoon;;Anthony Lagoon;Австралия;
ZHAY;Аньян;Anyang;Аньян;Anyang;Китай;
MTPP;;Ayolas;;Ayolas;Уганда;
SPHO;;Yanamilla;Аякучо;Ayacucho;Перу;
YAYE;;Connellan;Айерс Рок;Ayers Rock;Австралия;
YAYR;Эйр;Ayr;Эйр;Ayr;Австралия;01:014°,19:194°
KAYS;;Ware County;;Waycross;США;
LTAI;Анталия;Antalya;Анталия;Antalya;Турция;18:181°,18:181°,18:181°
;Айюра;Aiyura;Айюра;Aiyura;Папуа - Новая Гвинея;
WRTA;Аяваси;Ayawasi;Аяваси;Ayawasi;Индонезия;
WRTA;;Zahns;;Amityville;США;
;Амазон-Бей;Amazon Bay;Амазон-Бей;Amazon Bay;Папуа - Новая Гвинея;
OIYY;Язд;Yazd;Язд;Yazd;Иран;
MMAG;Апацинган;Apatzingan;Апацинган;Apatzingan;Мексика;
OMAD;Батин;Bateen;Абу-Даби;Abu Dhabi;ОАЭ;
UTKA;Андижан;Andizhan;Андижан;Andizhan;Узбекистан;
KAZO;;Kalamazoo/Battle Creek Intl;Каламазу;Kalamazoo;США;
OMAC;;Atizapan;Мексико Сити;Mexico City;Мексика;
DAUA;Адрар;Adrar;;Adrar;Алжир;
;Запатока;Zapatoca;Запатока;Zapatoca;Колумбия;
FNAM;;Ambriz;;Ambriz;Ангола;
;Биалла;Bialla;Биалла;Bialla;Папуа - Новая Гвинея;
KBAB;;Beale AFB;;Marysville;США;
;;Barranca De Upia;;Barranca De Upia;Колумбия;
KBAD;;Barksdale AFB;Шревспорт;Shreveport;США;
LFMR;Барселонетта;Barcelonnette;Барселонетта;Barcelonnette;Франция;
KBAF;;Barnes;;Westfield;США;
RPUB;;Loakan;Багуйо;Baguio;Филиппины;
OBBI;;Bahrain International;;Manama;Бахрейн;12:120°,12:120°
MRBA;Буэнос-Айрес;Buenos Aires;Буэнос-Айрес;Buenos Aires;Коста-Рика;
;о.Бали;Bali;Бали;Bali;Папуа - Новая Гвинея;
LTCJ;;Batman;;Batman;Турция;02:021°,20:201°
KBAM;;Lander County;;Battle Mountain;США;
FZVR;Базонго;Basongo;Базонго;Basongo;Демократическая республика Конго;
VTED;;Udorn;;Ban Mak Khaen;Таиланд;
;Байбара;Baibara;Байбара;Baibara;Папуа - Новая Гвинея;
SKBQ;;E Cortissoz;Барранкуилла;Barranquilla;Колумбия;
;;Baker Aaf;Бейкер-Айленд, шт. Аляска;Baker Island;США;
AGGE;Балале;Balalae;Балале;Balalae;Соломоновы острова;
SBBT;;Airport Chafei Amsei;;Barretos;Бразилия;
SBBU;;Bauru;;Bauru;Бразилия;14:145°,32:325°
ZBOW;Баотоу;Baotou;Баотоу;Baotou;Китай;
;Биавонке;Biawonque;Биавонке;Biawonque;Габон;
UNBB;Барнаул/Михайловка аэропорт;Barnaul/Mikhaylovka Airport;Барнаул;Barnaul;Россия;06:059°,24:239°
LRBM;Байя Маре;Baia Mare;Байя Маре;Baia Mare;Румыния;09:093°,27:273°
SWBC;;Barbelos;;Barbelos;Бразилия;
SCBA;;Teniente Vidal;Балмаседа;Balmaceda;Чили;
KBBB;;Municipal;;Benson;США;
KBYY;Бэй Сити;Bay City;Бэй Сити;Bay City;США;
KBBD;;Curtis Field;;Brady;США;
;;Big Bell;;Big Bell;Австралия;
KHBG;;Burlington;;Burlington;США;
NGTU;Бутаритари;Butaritari;Бутаритари;Butaritari;Кирибати;
EDBH;Барт;Barth;Барт;Barth;Германия;09:087°,27:267°
VEBS;Бхубанесвар;Bhubaneswar;Бхубанесвар;Bhubaneswar;Индия;14:145°,32:325°
EDRB;;Bitburg Air Base;Битбург;Bitburg;Германия;
FBKE;Касане;Kasane;Касане;Kasane;Ботсвана;08:078°,26:258°
OINB;Баболсар;Babolsar;Баболсар;Babolsar;Иран;
VDBG;Баттамбанг;Battambang;Баттамбанг;Battambang;Камбоджа;
WBGZ;;Bario;;Bario;Малайзия;11:108°,29:288°
HCMI;Бербера;Berbera;Бербера;Berbera;Эфиопия;
EGHJ;;Bembridge;;Bembridge;Великобритания;
TAPH;;Barbuda;;Barbuda;Антигуа и Барбуда;
TFFB;;Baillif;;Basse Terre;Гваделупа;
EGLK;;Blackbushe;;Yateley;Великобритания;07:071°,25:251°
FEFT;Берберати;Berberati;Берберати;Berberati;Центральноафриканская Республика;17:168°,35:348°
LRBS;;Baneasa;Бухарест;Bucharest;Румыния;
DIGN;;Hkg;;Bereby;"Кот д&#039;Ивуар";
KBBW;;Broken Bow;;Broken Bow;США;
KLOM;;Wings Field;;Blue Bell;США;
FEFM;Бамбари;Bambari;Бамбари;Bambari;Центральноафриканская Республика;
FLZB;Замбези;Zambezi;Замбези;Zambezi;Замбия;
MUBA;Баракоа;Baracoa;Баракоа;Baracoa;Куба;16:164°,34:344°
KBCB;;Virginia Tech;;Blacksburg;США;
KBCC;;Bear Creek;;Bear Creek;США;
RPVB;Баколод;Bacolod;Баколод;Bacolod;Филиппины;03:030°,21:210°
KBCE;;Bryce;;Bryce;США;
FEGU;Бука;Bouca;Бука;Bouca;Центральноафриканская Республика;
SYBE;Бемичи;Bemichi;Бемичи;Bemichi;Гайана;
WPEC;;Cakung International;Баукау;Baucau;Восточный Тимор;
YBAR;;Barcaldine;;Barcaldine;Австралия;01:009°,19:189°,14:131°,32:311°
SCIP;;Baca Grande;;Baca Grande;США;
YBWR;;Bolwarra;;Bolwarra;Австралия;
MRBC;Барра-Колорадо;Barra Colorado;Барра-Колорадо;Barra Colorado;Коста-Рика;
LRBC;Бакау;Bacau;Бакэу;Bacau;Румыния;16:160°,34:340°
LEBL;;El Prat De Llobregat;Барселона;Barcelona;Испания;
HABC;;Jinka;;Jinka;Эфиопия;
;;Bambu;;Bambu;Эфиопия;
HLLQ;Вейл-Игл, шт. Колорадо;Brack;Вейл-Игл, шт. Колорадо;Brack;Намибия;
SWNK;;Boca Do Acre;;Boca Do Acre;Бразилия;
;;Southern Seaplane;;Belle Chasse;США;
KBCT;;Public;Бока Ратон;Boca Raton;США;
;Баучи;Bauchi;Баучи;Bauchi;Нигерия;
PABV;;Belmopan;;Belmopan;Белиз;
;;Benguera Island;;Benguera Island;Мозамбик;
UWUB;Белорецк;Beloreck;Белорецк;Beloreck;Россия;
HABU;Бульчи;Bulchi;Бульчи;Bulchi;Эфиопия;
;;Bickerton Island;;Bickerton Island;Австралия;
TXKF;;Kindley Field;;Bermuda;Бермудские острова;
YBUD;Бандаберг;Bundaberg;Бандаберг;Bundaberg;Австралия;14:138°,32:318°,07:059°,25:239°
SNBC;;Barra Do Corda;;Barra Do Corda;Бразилия;
YBAU;;Badu Island;;Badu Island;Австралия;
KBDE;;Baudette;;Baudette;США;
KBDF;;Rinkenberger;;Bradford;США;
KBDG;;Blanding;;Blanding;США;
OIBL;Бандар-Ленге;Bandar Lengeh;Бандар-Ленге;Bandar Lengeh;Иран;08:078°,26:258°
FSSB;Берд-Айленд;Bird Island;Берд-Айленд;Bird Island;Сейшельские о-ва;
WAOO;;Sjamsudin Noor;Банджармасин;Banjarmasin;Индонезия;
DIBU;;Bondoukou;;Bondoukou;"Кот д&#039;Ивуар";
KBDL;;Bradley International;;Windsor Locks;США;
LTBG;Бандирма;Bandirma;Бандирма;Bandirma;Турция;18:176°,36:356°
OPTH;;Talhar;Бадин;Badin;Пакистан;
WICC;;Husein Sastranegara;Бандунг;Bandung;Индонезия;
VNCG;Бхадрапур;Bhadrapur;Бхадрапур;Bhadrapur;Непал;
VABO;;Vadodara;;Vadodara;Индия;04:045°,22:225°
KBDR;;Igor I. Sikorsky Mem.;;Bridgeport;США;
LIBR;;Papola Casale;Бриндиси;Brindisi;Италия;
FZFD;;Kisangani;Гбадолите;Gbadolite;Демократическая республика Конго;
ENDU;Бордуфос;Bardufoss;Бордуфос;Bardufoss;Норвегия;10:100°,28:280°
FZRB;Моба;Moba;Моба;Moba;Демократическая республика Конго;
YBDF;;Bedford Downs;;Bedford Downs;Австралия;
KBDX;;Broadus;;Broadus;США;
KBDY;;State;;Bandon;США;
;Байндунг;Baindoung;Байндунг;Baindoung;Папуа - Новая Гвинея;
;Берейна;Bereina;Берейна;Bereina;Папуа - Новая Гвинея;
EGPL;;Benbecula;;Benbecula;Великобритания;06:059°,24:239°,17:170°,35:350°
KBEC;;Beech;Вичита;Wichita;США;
KBED;;Hanscom Field;;Bedford/Hanscom;США;
YBGB;;Beagle Bay;;Beagle Bay;Австралия;
MNBL;Блуфилдс;Bluefields;Блуфилдс;Bluefields;Никарагуа;05:057°,23:237°
LYBE;;Nikola Tesla;Белград;Belgrade;Сербия;
KBEH;;Ross Field;Бентон Харбор;Benton Harbor;США;
HABE;Бейка;Beica;Бейка;Beica;Эфиопия;
WALK;;Kalimaru;;Tanjung Redep;Индонезия;
VIRB;;Bareli;;Bareli;Индия;
SBBE;;Val De Cans;Белем;Belem;Бразилия;
FEFL;Боссембеле;Bossembele;Боссембеле;Bossembele;Центральноафриканская Республика;
HLLB;;Benina Intl;;Benghazi;Ливия;
YPEC;;Belmont;Ньюкасл;Newcastle;Австралия;
VOBI;Беллари;Bellary;Беллари;Bellary;Индия;
EGXH;;Honington;;Bury St Edmunds;Великобритания;
;;Berlin Metropolitan Area;Берлин;Berlin;Германия;
LFRB;;Guipavas;Брест;Brest;Франция;
PABE;;Bethel Airport;;Bethel;США;
YBIE;;Bedourie;;Bedourie;Австралия;14:140°,32:320°
LLBS;;Beer Sheba;;Beer Sheba;Израиль;
FQBR;Бейра;Beira;Бейра;Beira;Мозамбик;12:115°,30:295°
EGUB;;RAF Station;;Benson;Великобритания;
OLBA;;Rafic Hariri International Airport;Бейрут;Beirut;Ливан;
NGBR;Беру;Beru;Беру;Beru;Кирибати;
KBFA;;Bahia Negra;;Bahia Negra;Парагвай;
KBUR;;Blue Fox Bay;;Blue Fox Bay;США;
YBMD;;Bloomfield;;Bloomfield;Австралия;
KBFD;;Bradford;;Bradford;США;
EDLI;Билифельд;Bielefeld;Билефельд;Bielefeld;Германия;11:108°,29:288°
KBFF;;Scotts Bluff County;;Scottsbluff;США;
KBFG;;Bullfrog Basin;;Bullfrog Basin;США;
KBUR;;Bacacheri;Куритиба;Curitiba;Бразилия;
KBFI;;Boeing Field/King County International Airport;Сиэттл;Seattle;США;
NFFA;Ба;Ba;Ба;Ba;Фиджи;
KBFK;;Buffalo Municipal Airport;;Buffalo;США;
KBFL;;Meadows Field;Бейкерсфилд;Bakersfield;США;
KBFM;;Mob Aerospace;Мобайл;Mobile;США;
FVCZ;;Buffalo Range;;Buffalo Range;Зимбабве;
KBVI;;Beaver Falls;;Beaver Falls;США;
;;Bahia Pinas;;Bahia Pinas;Панама;
KBFR;;Virgil I Grissom Muni;;Bedford;США;
EGAA;;Aldergrove International Airport;;Belfast;Великобритания;
KARW;;County;;Beaufort;США;
ZSBB;Бенгбу;Bengbu;Бенгбу;Bengbu;Китай;
VTUO;;Buri Ram;;Buri Ram;Таиланд;04:036°,22:216°
KBFW;;Sidi Belabbes;;Sidi Belabbes;Алжир;
FKKU;;Bafoussam;;Bafoussam;Камерун;15:147°,33:327°
SKBG;;Palo Negro;;Bucaramanga;Колумбия;
FOGB;;Booue;;Booue;Габон;
LPBG;Браганса;Braganca;Браганса;Braganca;Португалия;01:015°,19:195°
KBGD;;Borger;;Borger;США;
KBGE;;Decatur County;;Bainbridge;США;
FEFF;;Bangui;;Bangui;Центральноафриканская Республика;
;;Bongouanou;;Bongouanou;"Кот д&#039;Ивуар";
GQNE;;Abbaye;Боге;Boghe;Мавритания;
TBPB;;Grantley Adams International;;Bridgetown;Барбадос;09:091°,27:271°
BIBF;;Borgarfjordur Eystri;;Borgarfjordur Eystri;Исландия;
;Биг-Крик;Big Creek;Биг-Крик;Big Creek;Белиз;
VNBL;Баглунг;Baglung;Баглунг;Baglung;Непал;
KBGM;;Greater Binghamton;;Binghamton, NY;США;
ETUR;;R.A.F.;;Brueggen;Германия;
ENBR;;Bergen Airport, Flesland;Берген;Bergen;Норвегия;
;Бонго;Bongo;Бонго;Bongo;Габон;
PAGQ;;Big Lake;;Big Lake;США;
KBGR;;Bangor International Airport;Бангор;Bangor;США;
KBGS;;Webb AFB;;Big Spring;США;
KBGT;;Bagdad;;Bagdad;США;
FEFG;Бангассу;Bangassou;Бангассу;Bangassou;Центральноафриканская Республика;
;;Bento Goncalves;;Bento Goncalves;Бразилия;
ORBI;;Al Muthana;Багдад;Baghdad;Ирак;
SBBG;;Airport Cmdt. Gustavo Kraemer;;Bage;Бразилия;
LIME;;Orio al Serio;Бергамо;Bergamo;Италия;
LPBR;Брага;Braga;Брага;Braga;Португалия;07:067°,25:247°
SESV;;Bahia De Caraquez;;Bahia De Caraquez;Эквадор;
KBHB;Бар Харбор;Bar Harbor;Бар Харбор;Bar Harbor;США;
KBHC;;Bhurban Heliport;;Bhurban;США;
EGAC;;George Best Belfast City;;Belfast;Великобритания;
NZWB;;Woodbourne Air Station;Бленхайм;Blenheim;Новая Зеландия;
SKCP;Бахья-Купика;Bahia Cupica;Бахья-Купика;Bahia Cupica;Колумбия;
MHBL;Брюс-Лагуна;Brus Laguna;Брюс-Лагуна;Brus Laguna;Гондурас;
OEBH;Биша;Bisha;Биша;Bisha;Саудовская Аравия;18:184°,36:004°
SAZB;;Comandante;;Bahia Blanca;Аргентина;
